Gateway 0 Arrival Rate	Pure Cloud Total System Response Time	Next Hop Total System Response Time	Probabilistic DF Total System Response Time
Gateway 0 Arrival Rate	Pure Cloud Total System Response Time	Next Hop Total System Response Time	Probabilistic DF Total System Response Time
0.0	235.7921737348156	0.9773214598239969	0.974304117417952
50.0	235.77656679470655	0.9605851997706264	0.9566865955453966
100.0	235.76048015740187	0.936754501963085	0.9356104571299726
150.0	235.74297478049644	0.9202230878086722	0.9170675544658861
200.0	235.73027396533917	0.9032809422931888	0.8964850549443865
250.0	235.72021962715334	0.8868649916086669	0.8776041073906514
300.0	235.70924383715575	0.8720209506517954	0.8612566395703615
350.0	235.6995585752301	0.9178027499062517	0.8500550792662697
400.0	235.68862963517236	1.4743254692974928	0.8561405788533444
450.0	235.67962846422378	2.4857936283204984	1.0321103567008054
500.0	235.67178276114896	4.217079947109077	1.3035456183143677
550.0	235.6639895495607	6.6980940533076465	1.6030940567887966
600.0	235.6560436624524	9.914638669396068	1.8921284623958288
650.0	235.64934338204742	13.290283679018401	2.228697710819049
700.0	235.64280473056178	16.852172461418583	2.636063226557543
750.0	235.6365548907587	20.329867112985372	3.0751877532703236
800.0	235.63036420473995	23.832518780444506	3.470750561405513
850.0	235.62439216804952	27.402099418229707	3.896942301797416
900.0	235.61906470408906	31.063402481825847	4.317350516768274
950.0	235.6138643139022	34.65829029557775	4.78747013951358
1000.0	235.60889120769446	38.20411349242962	5.240991781810326
1050.0	235.60429194745316	41.697784129932096	5.676005209128028
1100.0	235.59980122974943	45.266041490109906	6.0598755838103004
1150.0	235.59527842219987	48.801787681194014	6.483991135976123
1200.0	235.59105412633537	52.00737177929235	6.9318790123988245
1250.0	235.58686976891627	55.14195136000634	7.334374852284607
1300.0	235.58278226482864	58.24030799450466	7.696552162962348
1350.0	235.579038696191	61.052372125761615	8.060811634638995
1400.0	235.575336493469	63.882949551992915	8.377261461342586
1450.0	235.57171968291482	66.64024458921028	8.728681686822592
1500.0	235.56837140210044	69.40514722248186	9.087924410283648
1550.0	235.5651573246117	72.09097774923372	9.453562463323669
1600.0	235.56193374822274	74.70018629478862	9.810450116852685
1650.0	235.559128805406	77.22429229197733	10.187936854151335
1700.0	235.55614811931136	79.6328886128764	10.529798983704165
1750.0	235.55345544399134	82.00584971684208	10.83938949253062
1800.0	235.55074774642404	84.37521090233945	11.16212319017555
1850.0	235.54822283503628	86.62625278476845	11.45204426045076
1900.0	235.5456221826175	88.79261390546725	11.748795684266538
1950.0	235.5432767058459	90.99635897090366	12.05752410839397
2000.0	235.54087320821318	93.05092916745942	12.365639897325314
2050.0	235.53838792881015	95.01134878003013	12.673537028237446
2100.0	235.53608364788758	97.01820699154405	12.939213781575953
2150.0	235.53395583270768	98.9151586175335	13.243256116069475
2200.0	235.53188526439158	100.72234027328328	13.536250782244053
2250.0	235.52972752525753	102.53256521737295	13.81197791581666
2300.0	235.5275745150593	104.31487711233372	14.077144227699641
2350.0	235.52560359148228	106.01335555637138	14.33194351170927
2400.0	235.52368792467476	107.70009074965473	14.612047288786982
2450.0	235.521777030489	109.27683995002802	14.852432654712919
2500.0	235.51997105451736	110.86229299243412	15.084917833207593
2550.0	235.51833182587913	112.43928301216403	15.330363515084409
2600.0	235.51677784838924	113.97779571678204	15.577280194260355
2650.0	235.51512285704408	115.42810377508438	15.843296810066287
2700.0	235.5134433863051	116.90340209746795	16.101089987961338
2750.0	235.5119024311989	118.24142028891701	16.33261244237921
2800.0	235.51037611891752	119.57384321420643	16.580522012018694
2850.0	235.50887175555636	120.91380275090785	16.809692051279367
2900.0	235.5074238931173	122.22052422548506	17.033107152541405
2950.0	235.5060268604196	123.5182916193774	17.284425069329696
3000.0	235.50466296677288	124.80226668303736	17.51184466291266
3050.0	235.50329859741873	126.06338867113841	17.745963618917376
3100.0	235.50203696950348	127.24557448332443	17.97000927192029
3150.0	235.50075203074277	128.42167850363424	18.169158577834576
3200.0	235.49954392151656	129.5405274784468	18.36862025241872
3250.0	235.49838307489537	130.63861667175195	18.58759789608794
3300.0	235.49722607451812	131.70113737545884	18.80166574032418
3350.0	235.4960588069457	132.79107951434762	19.016750412574016
3400.0	235.49495971299498	133.78838930929294	19.234330386688978
3450.0	235.49388223655046	134.79124450078842	19.455607687187307
3500.0	235.49281808522935	135.77100618468293	19.682975824567084
3550.0	235.49182234532336	136.76693665717843	19.889479929512884
3600.0	235.49078495399496	137.7717078956807	20.070513851319195
3650.0	235.48979735337585	138.7340392625307	20.27367443520123
3700.0	235.48879945612103	139.6439824702726	20.491808141693316
3750.0	235.48785287470608	140.53848248963814	20.697543679958248
3800.0	235.4868976144326	141.44895933038063	20.899850355136746
3850.0	235.4859682685077	142.31496840464877	21.1140663357637
3900.0	235.48504028638595	143.19322994638765	21.333488645959708
3950.0	235.48411556085375	144.04471914293435	21.542969202162894
4000.0	235.4832395198287	144.87278968324412	21.76152012728456
4050.0	235.48234398072051	145.6758723590737	21.972508234023593
4100.0	235.48148696865815	146.4680243782408	22.178737312974317
4150.0	235.48066999507455	147.27024106310338	22.38198554899653
4200.0	235.47986119556518	148.04569623130658	22.580497416342364
4250.0	235.479042458816	148.80215503664456	22.788541163567242
4300.0	235.47821148422463	149.52763117142152	23.01702285143179
4350.0	235.47742163144497	150.2455658234596	23.240543414535694
4400.0	235.47669013317008	150.97073701287613	23.463814992828556
4450.0	235.47596835383402	151.69341336302315	23.67262990193448
4500.0	235.47525345641495	152.40085109832037	23.881598590046067
4550.0	235.47454579178137	153.0820423574593	24.09238398314721
4600.0	235.4738802694916	153.75041973491216	24.28563710838093
4650.0	235.4732031556359	154.3931657175732	24.507826661049766
4700.0	235.47253725184626	155.03911625728426	24.69657371468976
4750.0	235.4718955246078	155.6700657332993	24.890467130985673
4800.0	235.47123405650532	156.29009061289744	25.09521179782421
4850.0	235.4705854423166	156.91126327963025	25.3000007084468
4900.0	235.46994507107294	157.50354383720514	25.513296953160346
4950.0	235.46931609855497	158.10053584069868	25.723118794320584
5000.0	235.46870902911306	158.67940856249166	25.911973503570294
