Gateway 0 Arrival Rate	Pure Cloud Offloaded to of 0	Next Hop Offloaded to of 0	Probabilistic DF Offloaded to of 0	Pure Cloud Offloaded to of 1	Next Hop Offloaded to of 1	Probabilistic DF Offloaded to of 1	Pure Cloud Offloaded to of 2	Next Hop Offloaded to of 2	Probabilistic DF Offloaded to of 2	Pure Cloud Offloaded to of Cloud	Next Hop Offloaded to of Cloud	Probabilistic DF Offloaded to of Cloud
4050.0	0.0	0.0	0.0	0.0	0.0	0.2185150866936955	0.0	0.0	0.6241350100041692	1.0	1.0	0.15734990330213552
4100.0	0.0	0.0	0.0	0.0	0.0	0.2170518256903197	0.0	0.0	0.6252624268911006	1.0	1.0	0.15768574741857963
4150.0	0.0	0.0	0.0	0.0	0.0	0.2156153643643935	0.0	0.0	0.6263054646833021	1.0	1.0	0.15807917095230437
4200.0	0.0	0.0	0.0	0.0	0.0	0.2142418073016028	0.0	0.0	0.6272745859385275	1.0	1.0	0.15848360675986978
4250.0	0.0	0.0	0.0	0.0	0.0	0.21289883489600597	0.0	0.0	0.6282418124632942	1.0	1.0	0.15885935264069978
4300.0	0.0	0.0	0.0	0.0	0.0	0.21160329399616323	0.0	0.0	0.6290565554918172	1.0	1.0	0.15934015051201963
4350.0	0.0	0.0	0.0	0.0	0.0	0.21036946760231773	0.0	0.0	0.6297758806826619	1.0	1.0	0.15985465171502033
4400.0	0.0	0.0	0.0	0.0	0.0	0.2092049913765872	0.0	0.0	0.6304548318708527	1.0	1.0	0.16034017675256018
4450.0	0.0	0.0	0.0	0.0	0.0	0.20807613988586832	0.0	0.0	0.6311192484784212	1.0	1.0	0.16080461163571064
4500.0	0.0	0.0	0.0	0.0	0.0	0.20696221694049838	0.0	0.0	0.6316822842196987	1.0	1.0	0.1613554988398029
4550.0	0.0	0.0	0.0	0.0	0.0	0.20590165421585493	0.0	0.0	0.6321675492895901	1.0	1.0	0.161930796494555
4600.0	0.0	0.0	0.0	0.0	0.0	0.20491997726345793	0.0	0.0	0.6325914250471397	1.0	1.0	0.16248859768940233
4650.0	0.0	0.0	0.0	0.0	0.0	0.20398298260551764	0.0	0.0	0.6329746380922404	1.0	1.0	0.16304237930224194
4700.0	0.0	0.0	0.0	0.0	0.0	0.2030770717069214	0.0	0.0	0.6333182181136036	1.0	1.0	0.16360471017947495
4750.0	0.0	0.0	0.0	0.0	0.0	0.20216947580032407	0.0	0.0	0.6336628491071276	1.0	1.0	0.16416767509254832
4800.0	0.0	0.0	0.0	0.0	0.0	0.2013042951246124	0.0	0.0	0.6339218542544265	1.0	1.0	0.1647738506209611
4850.0	0.0	0.0	0.0	0.0	0.0	0.20048592193167442	0.0	0.0	0.6341439743418714	1.0	1.0	0.16537010372645408
4900.0	0.0	0.0	0.0	0.0	0.0	0.19972671396615366	0.0	0.0	0.6342838597910175	1.0	1.0	0.1659894262428288
4950.0	0.0	0.0	0.0	0.0	0.0	0.19894791971002493	0.0	0.0	0.6344229075042118	1.0	1.0	0.1666291727857632
5000.0	0.0	0.0	0.0	0.0	0.0	0.1981983877071015	0.0	0.0	0.634493373869996	1.0	1.0	0.1673082384229024
1800.0	0.0	0.0	0.0	0.0	0.0	0.34324085541666677	0.0	0.0	0.5218681707220205	1.0	1.0	0.13489097386131266
1850.0	0.0	0.0	0.0	0.0	0.0	0.3410340406396291	0.0	0.0	0.5264799777089062	1.0	1.0	0.13248598165146458
1900.0	0.0	0.0	0.0	0.0	0.0	0.33884625850045136	0.0	0.0	0.528334662131756	1.0	1.0	0.1328190793677927
1950.0	0.0	0.0	0.0	0.0	0.0	0.3374077908622577	0.0	0.0	0.528635700790058	1.0	1.0	0.13395650834768422
2000.0	0.0	0.0	0.0	0.0	0.0	0.33183059943723614	0.0	0.0	0.5330931515958881	1.0	1.0	0.13507624896687587
2050.0	0.0	0.0	0.0	0.0	0.0	0.3248039947706965	0.0	0.0	0.5376425659700288	1.0	1.0	0.13755343925927477
2100.0	0.0	0.0	0.0	0.0	0.0	0.3210444090464136	0.0	0.0	0.541467310833416	1.0	1.0	0.13748828012017034
Gateway 0 Arrival Rate	Pure Cloud Offloaded to of 0	Next Hop Offloaded to of 0	Probabilistic DF Offloaded to of 0	Pure Cloud Offloaded to of 1	Next Hop Offloaded to of 1	Probabilistic DF Offloaded to of 1	Pure Cloud Offloaded to of 2	Next Hop Offloaded to of 2	Probabilistic DF Offloaded to of 2	Pure Cloud Offloaded to of Cloud	Next Hop Offloaded to of Cloud	Probabilistic DF Offloaded to of Cloud
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
300.0	0.0	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.5333333333333333	1.0	0.0	0.0
350.0	0.0	0.0	0.0	0.0	0.0	0.19605263157894737	0.0	0.0	0.7655701754385965	1.0	1.0	0.03837719298245614
400.0	0.0	0.0	0.0	0.0	0.0	0.39463940179320867	0.0	0.0	0.5503060546494374	1.0	1.0	0.05505454355735398
450.0	0.0	0.0	0.0	0.0	0.0	0.43376849503750714	0.0	0.0	0.46055927593798235	1.0	1.0	0.10567222902451047
500.0	0.0	0.0	0.0	0.0	0.0	0.4278703161921274	0.0	0.0	0.4593916906300661	1.0	1.0	0.1127379931778066
550.0	0.0	0.0	0.0	0.0	0.0	0.44007042368532184	0.0	0.0	0.43745398960319415	1.0	1.0	0.12247558671148405
600.0	0.0	0.0	0.0	0.0	0.0	0.44355527188338256	0.0	0.0	0.4365591291277715	1.0	1.0	0.11988559898884592
650.0	0.0	0.0	0.0	0.0	0.0	0.4389931358277767	0.0	0.0	0.44361969602324436	1.0	1.0	0.11738716814897898
700.0	0.0	0.0	0.0	0.0	0.0	0.4452453761939131	0.0	0.0	0.4387511333713478	1.0	1.0	0.11600349043473908
750.0	0.0	0.0	0.0	0.0	0.0	0.4399809072987792	0.0	0.0	0.443484377295919	1.0	1.0	0.11653471540530179
800.0	0.0	0.0	0.0	0.0	0.0	0.4409247918225429	0.0	0.0	0.4441439111862468	1.0	1.0	0.1149312969912103
850.0	0.0	0.0	0.0	0.0	0.0	0.4401534010492714	0.0	0.0	0.444683074023442	1.0	1.0	0.11516352492728654
900.0	0.0	0.0	0.0	0.0	0.0	0.439860954584953	0.0	0.0	0.4454265172217557	1.0	1.0	0.11471252819329132
950.0	0.0	0.0	0.0	0.0	0.0	0.4400507794448771	0.0	0.0	0.4438560211667504	1.0	1.0	0.11609319938837248
1000.0	0.0	0.0	0.0	0.0	0.0	0.43900085058328636	0.0	0.0	0.44496355013452654	1.0	1.0	0.11603559928218705
1050.0	0.0	0.0	0.0	0.0	0.0	0.43844249045437866	0.0	0.0	0.44519984169444515	1.0	1.0	0.1163576678511762
1100.0	0.0	0.0	0.0	0.0	0.0	0.4388195364430226	0.0	0.0	0.4455679125901432	1.0	1.0	0.11561255096683426
1150.0	0.0	0.0	0.0	0.0	0.0	0.4387784623408965	0.0	0.0	0.4456072896031065	1.0	1.0	0.11561424805599692
1200.0	0.0	0.0	0.0	0.0	0.0	0.4378604732439766	0.0	0.0	0.4457128389994858	1.0	1.0	0.11642668775653757
1250.0	0.0	0.0	0.0	0.0	0.0	0.43650592317860376	0.0	0.0	0.4469745077620044	1.0	1.0	0.11651956905939172
1300.0	0.0	0.0	0.0	0.0	0.0	0.4357082346391459	0.0	0.0	0.44829620402660897	1.0	1.0	0.11599556133424505
1350.0	0.0	0.0	0.0	0.0	0.0	0.4349929304524827	0.0	0.0	0.44915421750359114	1.0	1.0	0.11585285204392615
1400.0	0.0	0.0	0.0	0.0	0.0	0.43367598990504325	0.0	0.0	0.45093347170818343	1.0	1.0	0.11539053838677331
1450.0	0.0	0.0	0.0	0.0	0.0	0.4311050014267517	0.0	0.0	0.45352381990101925	1.0	1.0	0.11537117867222907
1500.0	0.0	0.0	0.0	0.0	0.0	0.4281247722978208	0.0	0.0	0.45612598222800477	1.0	1.0	0.11574924547417444
1550.0	0.0	0.0	0.0	0.0	0.0	0.4248035570272047	0.0	0.0	0.45883343793421555	1.0	1.0	0.11636300503857971
1600.0	0.0	0.0	0.0	0.0	0.0	0.4215954405375149	0.0	0.0	0.4613668528942738	1.0	1.0	0.11703770656821123
1650.0	0.0	0.0	0.0	0.0	0.0	0.4177017834856563	0.0	0.0	0.4642876192647831	1.0	1.0	0.11801059724956055
1700.0	0.0	0.0	0.0	0.0	0.0	0.4138015169171582	0.0	0.0	0.4673709870299168	1.0	1.0	0.11882749605292496
1750.0	0.0	0.0	0.0	0.0	0.0	0.4098714646732431	0.0	0.0	0.4706951807695198	1.0	1.0	0.11943335455723714
1800.0	0.0	0.0	0.0	0.0	0.0	0.4055927479450773	0.0	0.0	0.47427606803391925	1.0	1.0	0.12013118402100349
1850.0	0.0	0.0	0.0	0.0	0.0	0.40125156117766103	0.0	0.0	0.47815336638908185	1.0	1.0	0.12059507243325714
1900.0	0.0	0.0	0.0	0.0	0.0	0.3967534829481134	0.0	0.0	0.48203516119550766	1.0	1.0	0.12121135585637886
1950.0	0.0	0.0	0.0	0.0	0.0	0.39265816695254613	0.0	0.0	0.4852970275340495	1.0	1.0	0.12204480551340435
2000.0	0.0	0.0	0.0	0.0	0.0	0.38848665487233475	0.0	0.0	0.4886557157215647	1.0	1.0	0.12285762940610057
2050.0	0.0	0.0	0.0	0.0	0.0	0.3843170026093732	0.0	0.0	0.49188642495023677	1.0	1.0	0.12379657244039009
2100.0	0.0	0.0	0.0	0.0	0.0	0.3803094483104084	0.0	0.0	0.4952238747371329	1.0	1.0	0.12446667695245862
2150.0	0.0	0.0	0.0	0.0	0.0	0.37644705909192266	0.0	0.0	0.4980955034127926	1.0	1.0	0.1254574374952848
2200.0	0.0	0.0	0.0	0.0	0.0	0.37199459465150847	0.0	0.0	0.5017009173254436	1.0	1.0	0.12630448802304786
2250.0	0.0	0.0	0.0	0.0	0.0	0.36784038277501674	0.0	0.0	0.5051187382438759	1.0	1.0	0.12704087898110747
2300.0	0.0	0.0	0.0	0.0	0.0	0.3637726899391959	0.0	0.0	0.5085362623370235	1.0	1.0	0.1276910477237806
2350.0	0.0	0.0	0.0	0.0	0.0	0.35978681539438356	0.0	0.0	0.5119081426634233	1.0	1.0	0.12830504194219308
2400.0	0.0	0.0	0.0	0.0	0.0	0.356040637971421	0.0	0.0	0.5147854695618945	1.0	1.0	0.12917389246668443
2450.0	0.0	0.0	0.0	0.0	0.0	0.35226540227239417	0.0	0.0	0.5179788225139988	1.0	1.0	0.129755775213607
2500.0	0.0	0.0	0.0	0.0	0.0	0.3484679583777812	0.0	0.0	0.5213043696765371	1.0	1.0	0.13022767194568172
2550.0	0.0	0.0	0.0	0.0	0.0	0.344729416436301	0.0	0.0	0.5243654411853241	1.0	1.0	0.13090514237837483
2600.0	0.0	0.0	0.0	0.0	0.0	0.34131994548708594	0.0	0.0	0.527076523521399	1.0	1.0	0.1316035309915151
2650.0	0.0	0.0	0.0	0.0	0.0	0.33799822229266613	0.0	0.0	0.5294847664696333	1.0	1.0	0.1325170112377006
2700.0	0.0	0.0	0.0	0.0	0.0	0.33464078309882844	0.0	0.0	0.5320418860205881	1.0	1.0	0.13331733088058342
2750.0	0.0	0.0	0.0	0.0	0.0	0.3311782260958973	0.0	0.0	0.5348826507914745	1.0	1.0	0.13393912311262823
2800.0	0.0	0.0	0.0	0.0	0.0	0.3278029620155622	0.0	0.0	0.5375144294067377	1.0	1.0	0.13468260857770006
2850.0	0.0	0.0	0.0	0.0	0.0	0.3245298050974898	0.0	0.0	0.5401577771580156	1.0	1.0	0.13531241774449462
2900.0	0.0	0.0	0.0	0.0	0.0	0.32131692602818523	0.0	0.0	0.5427753827725851	1.0	1.0	0.13590769119922974
2950.0	0.0	0.0	0.0	0.0	0.0	0.31813057349521406	0.0	0.0	0.5451140865729595	1.0	1.0	0.1367553399318265
3000.0	0.0	0.0	0.0	0.0	0.0	0.31495086364393843	0.0	0.0	0.5476093446666211	1.0	1.0	0.1374397916894404
3050.0	0.0	0.0	0.0	0.0	0.0	0.3117524992287272	0.0	0.0	0.5500738643632174	1.0	1.0	0.13817363640805538
3100.0	0.0	0.0	0.0	0.0	0.0	0.30864320875641943	0.0	0.0	0.5525293011224818	1.0	1.0	0.13882749012109882
3150.0	0.0	0.0	0.0	0.0	0.0	0.30604978430074076	0.0	0.0	0.5546455382170025	1.0	1.0	0.1393046774822568
3200.0	0.0	0.0	0.0	0.0	0.0	0.3033062714319645	0.0	0.0	0.5569256294192394	1.0	1.0	0.13976809914879615
3250.0	0.0	0.0	0.0	0.0	0.0	0.30044770314929514	0.0	0.0	0.5591372293027423	1.0	1.0	0.14041506754796257
3300.0	0.0	0.0	0.0	0.0	0.0	0.29762894119732447	0.0	0.0	0.5613631121971534	1.0	1.0	0.1410079466055221
3350.0	0.0	0.0	0.0	0.0	0.0	0.29483405650270533	0.0	0.0	0.5635737443335801	1.0	1.0	0.1415921991637146
3400.0	0.0	0.0	0.0	0.0	0.0	0.29217133918154886	0.0	0.0	0.5656733136434512	1.0	1.0	0.1421553471749999
3450.0	0.0	0.0	0.0	0.0	0.0	0.2893350551693485	0.0	0.0	0.5679644338930107	1.0	1.0	0.1427005109376408
3500.0	0.0	0.0	0.0	0.0	0.0	0.28665407571694557	0.0	0.0	0.5700027840603292	1.0	1.0	0.1433431402227252
3550.0	0.0	0.0	0.0	0.0	0.0	0.28405902789545817	0.0	0.0	0.572109808179411	1.0	1.0	0.14383116392513093
3600.0	0.0	0.0	0.0	0.0	0.0	0.2815490933145533	0.0	0.0	0.5742916586128242	1.0	1.0	0.1441592480726225
3650.0	0.0	0.0	0.0	0.0	0.0	0.27895929822340654	0.0	0.0	0.5764467728311792	1.0	1.0	0.14459392894541434
3700.0	0.0	0.0	0.0	0.0	0.0	0.27647918651222	0.0	0.0	0.5783516324603747	1.0	1.0	0.14516918102740536
3750.0	0.0	0.0	0.0	0.0	0.0	0.2741240387872277	0.0	0.0	0.5802420832665965	1.0	1.0	0.14563387794617574
3800.0	0.0	0.0	0.0	0.0	0.0	0.27174612740842136	0.0	0.0	0.5821987770485989	1.0	1.0	0.14605509554297966
3850.0	0.0	0.0	0.0	0.0	0.0	0.26948632209906637	0.0	0.0	0.5839510841873446	1.0	1.0	0.14656259371358896
3900.0	0.0	0.0	0.0	0.0	0.0	0.2671424880599292	0.0	0.0	0.5857674848001161	1.0	1.0	0.14709002713995464
3950.0	0.0	0.0	0.0	0.0	0.0	0.264994046546478	0.0	0.0	0.5874768459846764	1.0	1.0	0.14752910746884554
4000.0	0.0	0.0	0.0	0.0	0.0	0.26280964804880974	0.0	0.0	0.5891167779839478	1.0	1.0	0.14807357396724233
4050.0	0.0	0.0	0.0	0.0	0.0	0.2607493511847038	0.0	0.0	0.5906858149630917	1.0	1.0	0.1485648338522045
4100.0	0.0	0.0	0.0	0.0	0.0	0.2587029324627383	0.0	0.0	0.5922271713622472	1.0	1.0	0.14906989617501457
4150.0	0.0	0.0	0.0	0.0	0.0	0.2566998858409077	0.0	0.0	0.5937878631556829	1.0	1.0	0.1495122510034094
4200.0	0.0	0.0	0.0	0.0	0.0	0.2548112279250356	0.0	0.0	0.5952642806864331	1.0	1.0	0.14992449138853134
4250.0	0.0	0.0	0.0	0.0	0.0	0.25298967893756935	0.0	0.0	0.5965829534856321	1.0	1.0	0.15042736757679845
4300.0	0.0	0.0	0.0	0.0	0.0	0.2511764417718607	0.0	0.0	0.5977380531794291	1.0	1.0	0.15108550504871024
4350.0	0.0	0.0	0.0	0.0	0.0	0.24928265886947995	0.0	0.0	0.5989936030853592	1.0	1.0	0.15172373804516084
