Gateway 0 Arrival Rate	Pure Cloud Buffer Occupancy Efficiency of 0	Next Hop Buffer Occupancy Efficiency of 0	Probabilistic DF Buffer Occupancy Efficiency of 0	Pure Cloud Buffer Occupancy Efficiency of 1	Next Hop Buffer Occupancy Efficiency of 1	Probabilistic DF Buffer Occupancy Efficiency of 1	Pure Cloud Buffer Occupancy Efficiency of 2	Next Hop Buffer Occupancy Efficiency of 2	Probabilistic DF Buffer Occupancy Efficiency of 2	Pure Cloud Buffer Occupancy Efficiency of Cloud	Next Hop Buffer Occupancy Efficiency of Cloud	Probabilistic DF Buffer Occupancy Efficiency of Cloud
900.0	0.0	0.9483050000000001	0.9565894999999999	0.0	0.06794733333333333	0.5509645000000001	0.0	0.024839333333333335	0.040100166666666666	0.007400133333333334	0.002525366666666667	2.736666666666667E-4
950.0	0.0	0.9566393333333334	0.9568493333333334	0.0	0.07269483333333333	0.6212181666666666	0.0	0.025763833333333333	0.04218741666666667	0.007824066666666666	0.0027171666666666668	2.874E-4
1000.0	0.0	0.9577151666666667	0.9600276666666666	0.0	0.061621499999999996	0.784335	0.0	0.025034749999999998	0.042792666666666666	0.008022966666666666	0.002898266666666667	3.2256666666666663E-4
1050.0	0.0	0.9651145	0.9625296666666667	0.0	0.061644	0.8182351666666667	0.0	0.025422666666666666	0.04550291666666667	0.008197966666666667	0.00322485	3.770833333333334E-4
1100.0	0.0	0.9669221666666669	0.9659616666666667	0.0	0.06642350000000001	0.8664063333333333	0.0	0.02419758333333333	0.047870166666666665	0.00866165	0.0035040333333333333	3.9091666666666664E-4
1150.0	0.0	0.9665973333333332	0.9661053333333333	0.0	0.07251333333333333	0.8771383333333334	0.0	0.026193499999999998	0.0481615	0.008492816666666667	0.0037606166666666672	4.7400000000000003E-4
1200.0	0.0	0.9693588333333333	0.9682516666666666	0.0	0.0665625	0.9351949999999999	0.0	0.0262455	0.0510705	0.008944533333333332	0.0039164	4.8091666666666666E-4
1250.0	0.0	0.9735421666666667	0.9705078333333333	0.0	0.06884183333333334	0.9122798333333334	0.0	0.024990000000000002	0.05332741666666666	0.009405216666666666	0.00431635	5.005333333333333E-4
1300.0	0.0	0.974279	0.9711901666666667	0.0	0.06427716666666666	0.9364046666666667	0.0	0.025596916666666664	0.0553615	0.009553016666666666	0.0042829	4.892166666666666E-4
1350.0	0.0	0.9749606666666667	0.9715068333333333	0.0	0.07224333333333333	0.9558575	0.0	0.024216250000000005	0.055476916666666674	0.009566766666666665	0.0045793000000000006	5.102333333333334E-4
1400.0	0.0	0.9747348333333333	0.9737136666666667	0.0	0.06057133333333334	0.9505068333333333	0.0	0.024459333333333333	0.05857199999999999	0.01026775	0.00481805	5.089166666666666E-4
1450.0	0.0	0.9782161666666666	0.9770894999999999	0.0	0.07776683333333334	0.972515	0.0	0.02522758333333333	0.06013258333333333	0.010200766666666666	0.0052197	5.779333333333334E-4
