Gateway 0 Arrival Rate	Analytical Avg Gateway Buffer Occupancy Efficiency of 0	Simulation Avg Gateway Buffer Occupancy Efficiency of 0	Analytical Avg Gateway Buffer Occupancy Efficiency of 1	Simulation Avg Gateway Buffer Occupancy Efficiency of 1	Analytical Avg Gateway Buffer Occupancy Efficiency of 2	Simulation Avg Gateway Buffer Occupancy Efficiency of 2	Analytical Avg Gateway Buffer Occupancy Efficiency of Cloud	Simulation Avg Gateway Buffer Occupancy Efficiency of Cloud
4950.0	0.9956043956043956	0.9951586500000001	0.9888090717598507	0.997495925	0.9527628732381883	0.992307225	0.002580238446929732	0.0024715925
5000.0	0.9956521739130435	0.9954093499999999	0.9889441606651381	0.9976651999999999	0.9539850908081648	0.9932527250000002	0.0026085927155773125	0.002494835
1800.0	0.9857142857143391	0.98112075	0.9513901241274215	0.9831719999999999	0.07995684398899168	0.07900725	7.93919522132267E-4	7.6435E-4
1850.0	0.9862068965517548	0.98232075	0.9538398694796463	0.98889825	0.08331558410842625	0.075652	8.222737907798297E-4	8.17275E-4
1900.0	0.9866666666666845	0.9844342500000001	0.9560546038404917	0.9846459999999999	0.08691179806099053	0.085066375	8.506280594273991E-4	8.51525E-4
1950.0	0.987096774193559	0.9840655	0.9580665776434932	0.9864775	0.09077874188212687	0.08826862499999999	8.789823280749727E-4	8.91575E-4
2000.0	0.9875000000000063	0.9840519999999999	0.9599024053796381	0.981989	0.09495580458667652	0.0936815	9.073365967225486E-4	9.1425E-4
2050.0	0.9878787878787916	0.985058	0.9615842427165078	0.987158	0.09948995965408301	0.104613625	9.356908653701257E-4	9.584999999999999E-4
2100.0	0.9882352941176494	0.9850157500000001	0.96313068134524	0.98604675	0.1044376154589727	0.099419375	9.64045134017704E-4	9.01425E-4
Gateway 0 Arrival Rate	Analytical Avg Gateway Buffer Occupancy Efficiency of 0	Simulation Avg Gateway Buffer Occupancy Efficiency of 0	Analytical Avg Gateway Buffer Occupancy Efficiency of 1	Simulation Avg Gateway Buffer Occupancy Efficiency of 1	Analytical Avg Gateway Buffer Occupancy Efficiency of 2	Simulation Avg Gateway Buffer Occupancy Efficiency of 2	Analytical Avg Gateway Buffer Occupancy Efficiency of Cloud	Simulation Avg Gateway Buffer Occupancy Efficiency of Cloud
0.0	0.0	8.083333333333334E-5	0.0	0.06735666666666666	0.0	0.02513375	0.0	3.3833333333333333E-6
50.0	0.012698412698412698	0.012672666666666665	0.06666600969060878	0.06089333333333333	0.02517006802721088	0.025595416666666666	3.825641202997387E-23	3.6999999999999997E-6
100.0	0.026666666666288318	0.026677499999999996	0.06666600969063526	0.0635815	0.025170068027214047	0.024981583333333335	6.189133705830997E-17	3.3833333333333333E-6
150.0	0.04363636192675742	0.04133166666666666	0.06666600979065951	0.06352383333333333	0.0251700680391733	0.024885333333333332	2.3386884707522485E-13	2.0E-6
200.0	0.06666600969060878	0.066595	0.06666604053921152	0.055996	0.0251700717155805	0.02439008333333333	7.210867989794273E-11	8.833333333333334E-7
250.0	0.10249851128875338	0.11484016666666667	0.06666832537845976	0.0633335	0.025170344894393116	0.025011333333333333	5.412829331744304E-9	3.0166666666666664E-6
300.0	0.1686251071081239	0.20881683333333334	0.06673216743502405	0.06636116666666667	0.025177974145965724	0.024810750000000003	1.5456423983364374E-7	2.783333333333334E-6
350.0	0.3024363856005177	0.30926833333333337	0.06750917320878609	0.0623975	0.025270242656840792	0.027082333333333333	1.9580173074444703E-6	2.616666666666667E-6
400.0	0.5121951219512196	0.4528311666666667	0.07158240801219705	0.067398	0.02573675431757263	0.025954500000000002	1.1065080447835888E-5	1.0549999999999999E-5
450.0	0.7006876333665059	0.7443399999999999	0.0815678955068238	0.09914233333333333	0.026768853719258023	0.028763416666666666	3.114356241202597E-5	5.321666666666667E-5
500.0	0.8107180919102479	0.7779381666666666	0.0972237970766516	0.09467316666666666	0.028121627020776585	0.027955999999999998	5.7303131407487996E-5	5.631666666666667E-5
550.0	0.8681801175818464	0.8218418333333334	0.11854222566094308	0.1141275	0.029575005127711534	0.02994925	8.518888992462158E-5	9.498333333333334E-5
600.0	0.9002556834369629	0.8799861666666667	0.14731994216231167	0.13974	0.031061248176734113	0.030756166666666668	1.1344550485251547E-4	1.0301666666666667E-4
650.0	0.9200499337749035	0.8955891666666668	0.18681407723437285	0.1859301666666667	0.03256698539365985	0.030240666666666666	1.4177829009514784E-4	1.2843333333333333E-4
700.0	0.9333443571939977	0.9245585	0.24103232678635073	0.2709981666666667	0.034091098837983266	0.03451866666666666	1.7012745383649907E-4	1.843333333333333E-4
750.0	0.9428598472533356	0.9240131666666667	0.3128509106815655	0.25952166666666665	0.03563509517779213	0.03527466666666667	1.984804081257641E-4	1.9505E-4
800.0	0.9500007271771864	0.9324198333333333	0.4007807081153608	0.39937416666666664	0.03720118429318701	0.037595500000000004	2.2683431142517837E-4	2.199E-4
850.0	0.9555557674776332	0.9377816666666666	0.4969372860167983	0.35230350000000005	0.038791902103060986	0.035992333333333335	2.551884710566204E-4	2.3678333333333333E-4
900.0	0.960000066321004	0.9565894999999999	0.5897596379853459	0.5509645000000001	0.04041004611197917	0.040100166666666666	2.835427049957086E-4	2.736666666666667E-4
950.0	0.9636363857517584	0.9568493333333334	0.6699680380482199	0.6212181666666666	0.04205868021083727	0.04218741666666667	3.118969619204017E-4	2.874E-4
1000.0	0.9666666744731993	0.9600276666666666	0.7339551048304304	0.784335	0.04374115843746426	0.042792666666666666	3.402512263897249E-4	3.2256666666666663E-4
1050.0	0.9692307721315299	0.9625296666666667	0.7827330293595063	0.8182351666666667	0.04546115700590995	0.04550291666666667	3.6860549347322207E-4	3.770833333333334E-4
1100.0	0.9714285725577614	0.9659616666666667	0.8192916772290009	0.8664063333333333	0.04722271267730342	0.047870166666666665	3.969597615084577E-4	3.9091666666666664E-4
1150.0	0.9733333337919131	0.9661053333333333	0.846757493576966	0.8771383333333334	0.04903026773392623	0.0481615	4.25314029906248E-4	4.7400000000000003E-4
1200.0	0.9750000001935881	0.9682516666666666	0.8676713606570982	0.9351949999999999	0.05088872253187252	0.0510705	4.5366829844801186E-4	4.8091666666666666E-4
1250.0	0.9764705883199731	0.9705078333333333	0.8838943535504711	0.9122798333333334	0.05280349700074799	0.05332741666666666	4.8202256704917934E-4	5.005333333333333E-4
1300.0	0.9777777778160504	0.9711901666666667	0.8967321235537551	0.9364046666666667	0.05478060282024896	0.0553615	5.103768356757369E-4	4.892166666666666E-4
1350.0	0.9789473684388819	0.9715068333333333	0.9070892481487156	0.9558575	0.05682672842246315	0.055476916666666674	5.387311043135066E-4	5.102333333333334E-4
1400.0	0.980000000008542	0.9737136666666667	0.9155947602475824	0.9505068333333333	0.058949339489667116	0.05857199999999999	5.670853729563803E-4	5.089166666666666E-4
1450.0	0.9809523809565812	0.9770894999999999	0.9226914668651218	0.972515	0.061156798279429325	0.06013258333333333	5.954396416016429E-4	5.779333333333334E-4
1500.0	0.981818181820298	0.9776616666666667	0.9286962249026228	0.9764991666666667	0.06345850595879907	0.06552841666666667	6.237939102480543E-4	5.989333333333333E-4
1550.0	0.9826086956532645	0.9775448333333333	0.9338398713367917	0.9690261666666666	0.06586507322865268	0.06203524999999999	6.521481788950318E-4	6.3355E-4
1600.0	0.9833333333339075	0.979739	0.9382936412962707	0.9785583333333333	0.06838852595029613	0.06916283333333334	6.805024475422943E-4	6.996333333333333E-4
1650.0	0.9840000000003084	0.9805591666666666	0.942186784644709	0.9820651666666667	0.07104255436035005	0.07378291666666667	7.088567161897034E-4	6.607333333333333E-4
1700.0	0.9846153846155534	0.9800106666666667	0.9456184640625974	0.9751676666666667	0.07384281692654389	0.07181316666666666	7.372109848371894E-4	7.098333333333333E-4
1750.0	0.9851851851852793	0.9814026666666665	0.9486659136342371	0.9833090000000001	0.0768073131565948	0.076127	7.655652534847171E-4	7.086833333333334E-4
1800.0	0.9857142857143391	0.9828446666666667	0.9513901241274215	0.9749191666666667	0.07995684398899168	0.08294775	7.93919522132267E-4	8.115666666666668E-4
1850.0	0.9862068965517548	0.9824225000000001	0.9538398694796463	0.9803838333333333	0.08331558410842625	0.08425375	8.222737907798297E-4	7.917000000000001E-4
1900.0	0.9866666666666845	0.9833821666666666	0.9560546038404917	0.982872	0.08691179806099053	0.08721275	8.506280594273991E-4	8.315666666666668E-4
1950.0	0.987096774193559	0.9846816666666666	0.9580665776434932	0.9849646666666668	0.09077874188212687	0.09394175	8.789823280749727E-4	8.761666666666666E-4
2000.0	0.9875000000000063	0.9852448333333333	0.9599024053796381	0.9882863333333334	0.09495580458667652	0.08704108333333334	9.073365967225486E-4	8.622333333333333E-4
2050.0	0.9878787878787916	0.9842939999999999	0.9615842427165078	0.9841225000000001	0.09948995965408301	0.08922541666666667	9.356908653701257E-4	8.671333333333332E-4
2100.0	0.9882352941176494	0.9843508333333334	0.96313068134524	0.9884499999999999	0.1044376154589727	0.09990058333333333	9.64045134017704E-4	9.2195E-4
2150.0	0.98857142857143	0.9858235	0.9645574371406289	0.9868493333333334	0.10986697425529426	0.09827216666666667	9.92399402665283E-4	0.0010145
2200.0	0.98888888888889	0.986527	0.9658778850768611	0.9879939999999999	0.1158610284385017	0.12751408333333333	0.001020753671312862	9.696333333333333E-4
2250.0	0.9891891891891899	0.9863848333333333	0.9671034791841178	0.9838270000000001	0.12252133293123865	0.11811808333333333	0.0010491079399604407	0.0010724333333333334
2300.0	0.9894736842105267	0.9866681666666667	0.968244085315985	0.9871548333333333	0.12997267916593455	0.12345550000000001	0.0010774622086080201	0.0010510166666666666
2350.0	0.9897435897435901	0.9876958333333333	0.9693082471082943	0.9902685	0.13836873344500303	0.14903708333333332	0.0011058164772555995	0.0010256
2400.0	0.9900000000000002	0.9877653333333334	0.9703034002532048	0.9864479999999999	0.14789854797352414	0.13847733333333334	0.0011341707459031787	0.0011219000000000001
2450.0	0.9902439024390244	0.9870946666666667	0.9712360464287755	0.9846320000000001	0.1587935428323743	0.16618975000000002	0.0011625250145507581	0.00108965
2500.0	0.9904761904761905	0.9884753333333333	0.9721118954707879	0.9907368333333334	0.1713340075421919	0.16679291666666665	0.0011908792831983378	0.0011308666666666667
2550.0	0.990697674418605	0.9893096666666666	0.9729359823486711	0.9891264999999999	0.18585329475871518	0.17747708333333334	0.0012192335518459178	0.00119195
2600.0	0.990909090909091	0.9890421666666667	0.9737127640035261	0.9905379999999999	0.20273663959779914	0.17424816666666665	0.001247587820493497	0.00118295
2650.0	0.9911111111111109	0.9896426666666667	0.9744461999788696	0.9916536666666667	0.22241006480426564	0.17870675	0.001275942089141076	0.0011997666666666666
2700.0	0.9913043478260871	0.9888886666666666	0.9751398199221196	0.9926633333333333	0.24531360661836535	0.20650541666666666	0.001304296357788656	0.0012306833333333332
2750.0	0.9914893617021276	0.9900421666666667	0.9757967803846654	0.9915943333333334	0.2718531613688478	0.22959925	0.0013326506264362357	0.0013847333333333333
2800.0	0.9916666666666669	0.9897196666666668	0.976419912848628	0.9910575	0.30232822360850176	0.2547504166666667	0.0013610048950838149	0.0013196166666666666
2850.0	0.9918367346938778	0.9895113333333333	0.9770117645214382	0.9903061666666666	0.3368402481536293	0.2667320833333333	0.0013893591637313943	0.0012619
2900.0	0.9920000000000002	0.9904855000000001	0.9775746331376174	0.9925965	0.3751982715042699	0.3714998333333333	0.0014177134323789728	0.0013704333333333333
2950.0	0.9921568627450981	0.990599	0.9781105967702178	0.9902788333333333	0.41685091149197506	0.3005285	0.0014460677010265527	0.001451083333333333
3000.0	0.9923076923076926	0.9909253333333333	0.9786215394672512	0.9906079999999999	0.46087865525849503	0.3927425	0.001474421969674133	0.0013770833333333335
3050.0	0.9924528301886794	0.990225	0.9791091733796682	0.9904510000000001	0.506068785334081	0.4149496666666666	0.0015027762383217121	0.0015338
3100.0	0.9925925925925927	0.990469	0.9795750579285457	0.9931295000000001	0.5510667457383519	0.44269274999999997	0.0015311305069692915	0.0014309666666666668
