Gateway 0 Arrival Rate	Analytical Effective  Arrival Rate of 0	Simulation Effective  Arrival Rate of 0	Analytical Effective  Arrival Rate of 1	Simulation Effective  Arrival Rate of 1	Analytical Effective  Arrival Rate of 2	Simulation Effective  Arrival Rate of 2	Analytical Effective  Arrival Rate of Cloud	Simulation Effective Arrival Rate of Cloud	Analytical Total Effective  Arrival Rate 	Simulation Total Effective  Arrival Rate
2050.0	399.99999999999375	406.575	399.9999785321951	401.175	1142.2419026938037	1132.075	187.1381730740252	182.95
2100.0	399.999999999996	400.65	399.99998610204136	404.425	1164.7332700821783	1147.925	192.80902680354083	190.15
2150.0	399.9999999999974	403.425	399.9999909177659	404.875	1187.2238152927848	1166.225	198.4798805330566	193.1
2200.0	399.9999999999982	404.625	399.9999940110533	404.45	1209.7127872609515	1181.525	204.15073426257237	201.85
2250.0	399.9999999999991	408.2	399.999996016448	401.025	1232.198803321323	1212.125	209.82158799208815	204.25
2300.0	399.9999999999992	407.9	399.99999732818196	408.575	1254.6793671085732	1236.975	215.49244172160402	207.9
2350.0	399.99999999999955	402.475	399.9999981935691	398.625	1277.1500611635195	1252.6	221.1632954511199	214.275
2400.0	399.99999999999966	403.25	399.9999987692133	402.125	1299.6032313175385	1267.3	226.8341491806358	219.75
2450.0	399.9999999999999	399.325	399.99999915517503	403.775	1322.0259087075624	1302.6	232.50500291015163	223.9
2500.0	399.9999999999998	403.1	399.99999941594285	402.325	1344.3966454626375	1311.75	238.17585663966753	230.875
2550.0	399.99999999999915	409.25	399.99999959342904	404.975	1366.680905931491	1331.3	243.8467103691835	231.55
2600.0	399.9999999999997	404.875	399.99999971509294	399.9	1388.8247238073225	1360.925	249.51756409869935	241.375
2650.0	400.0000000000002	399.15	399.99999979906517	407.3	1410.7466146405766	1378.175	255.18841782821522	251.375
2700.0	399.99999999999966	404.175	399.99999985740743	406.55	1432.3283584594203	1406.2	260.8592715577312	252.95
2750.0	400.0000000000001	404.15	399.9999998982029	403.575	1453.4063345085783	1417.9	266.530125287247	258.975
2800.0	399.9999999999992	406.8	399.9999999269055	401.275	1473.766503205514	1445.025	272.200979016763	260.9
2850.0	399.9999999999993	400.45	399.99999994722094	403.725	1493.1473825766664	1471.3	277.8718327462788	269.1
2900.0	399.99999999999983	404.125	399.9999999616833	401.35	1511.2554239212338	1491.175	283.54268647579465	270.625
2950.0	399.99999999999994	402.775	399.9999999720366	406.675	1527.7948237918547	1489.0	289.21354020531055	273.725
3000.0	399.9999999999999	399.225	399.999999979489	405.475	1542.5086194432051	1510.15	294.88439393482645	289.725
3050.0	400.0000000000001	404.35	399.9999999848808	402.4	1555.2215890369525	1528.375	300.55524766434235	288.95
3100.0	399.99999999999966	407.925	399.99999998880236	400.675	1565.8717752033083	1537.975	306.2261013938583	287.675
3150.0	400.0000000000007	405.775	399.99999999166823	401.1	1574.519791944093	1547.5	311.8969551233741	298.925
3200.0	400.0	403.9	399.9999999937729	405.325	1581.3332085187596	1564.225	317.56780885289004	305.9
3250.0	399.99999999999966	409.275	399.9999999953255	406.125	1586.552685223732	1582.75	323.238662582406	318.675
3300.0	400.0	406.975	399.9999999964762	408.65	1590.451805070952	1573.85	328.90951631192183	312.975
3350.0	400.00000000000006	400.375	399.99999999733274	403.125	1593.301704852768	1591.1	334.58037004143773	320.125
3400.0	400.0000000000001	400.225	399.99999999797296	405.6	1595.3467559897588	1584.275	340.25122377095363	329.175
3450.0	399.9999999999999	405.575	399.9999999984536	400.275	1596.7922520814416	1596.625	345.9220775004695	335.05
3500.0	400.0000000000001	407.325	399.99999999881595	402.65	1597.8016621194463	1589.425	351.5929312299854	339.075
3550.0	399.9999999999999	406.05	399.99999999908977	403.1	1598.4998905413975	1585.4	357.26378495950127	341.1
3600.0	399.9999999999998	406.0	399.9999999992981	403.275	1598.9793833272633	1596.975	362.93463868901716	345.875
3650.0	399.99999999999955	402.025	399.9999999994566	403.125	1599.3069042118132	1596.125	368.6054924185331	353.575
3700.0	399.9999999999996	405.35	399.999999999578	401.35	1599.529770552908	1602.1	374.276346148049	356.8
3750.0	400.0000000000005	406.225	399.9999999996712	404.375	1599.681040452924	1604.325	379.9471998775648	367.625
3800.0	400.0	404.975	399.99999999974256	403.475	1599.7835617815656	1606.975	385.61805360708075	367.425
3850.0	400.0000000000001	406.375	399.99999999979843	398.5	1599.852999523189	1594.0	391.28890733659665	377.325
3900.0	399.9999999999999	403.425	399.9999999998415	402.4	1599.9000314648117	1603.475	396.95976106611255	385.725
3950.0	399.99999999999994	398.75	399.9999999998751	409.6	1599.9319061443075	1584.025	402.63061479562845	384.5
4000.0	400.00000000000034	405.7	399.99999999990104	396.075	1599.9535307430988	1604.725	408.3014685251443	386.725
4050.0	400.0	406.6	399.99999999992184	404.225	1599.9682219048245	1592.375	413.97232225466024	396.9
4100.0	400.0000000000008	404.475	399.9999999999374	405.075	1599.9782195215328	1614.125	419.643175984176	399.775
4150.0	400.00000000000034	406.425	399.9999999999504	405.525	1599.985036172373	1600.875	425.314029713692	410.35
4200.0	399.9999999999995	403.2	399.9999999999601	403.05	1599.9896937692788	1599.5	430.98488344320793	407.65
4250.0	399.99999999999955	404.525	399.99999999996766	398.95	1599.9928833591327	1605.975	436.65573717272383	414.175
4300.0	399.99999999999926	405.125	399.9999999999743	402.6	1599.9950728460906	1597.6	442.3265909022398	423.875
4350.0	400.0	401.625	399.9999999999795	399.65	1599.9965795433434	1589.4	447.99744463175557	430.025
