Gateway 0 Arrival Rate	Analytical Buffer Occupancy of 0	Simulation Buffer Occupancy of 0	Analytical Buffer Occupancy of 1	Simulation Buffer Occupancy of 1	Analytical Buffer Occupancy of 2	Simulation Buffer Occupancy of 2	Analytical Buffer Occupancy of Cloud	Simulation Buffer Occupancy of Cloud
500.0	16.214361838204958	15.558763333333333	1.944475941533032	1.8934633333333333	1.1248650808310634	1.11824	0.0114606262814976	0.011263333333333334
550.0	17.363602351636928	16.436836666666665	2.3708445132188616	2.28255	1.1830002051084614	1.19797	0.017037777984924316	0.018996666666666665
600.0	18.00511366873926	17.599723333333333	2.9463988432462336	2.7948	1.2424499270693645	1.2302466666666667	0.022689100970503095	0.020603333333333335
650.0	18.40099867549807	17.911783333333336	3.736281544687457	3.718603333333333	1.302679415746394	1.2096266666666666	0.028355658019029565	0.025686666666666663
700.0	18.666887143879954	18.49117	4.820646535727015	5.419963333333333	1.3636439535193305	1.3807466666666668	0.03402549076729981	0.036866666666666666
750.0	18.85719694506671	18.48026333333333	6.25701821363131	5.190433333333334	1.425403807111685	1.4109866666666668	0.03969608162515282	0.03901
800.0	19.000014543543728	18.648396666666667	8.015614162307216	7.9874833333333335	1.4880473717274803	1.50382	0.045366862285035676	0.04398
850.0	19.111115349552662	18.755633333333332	9.938745720335966	7.046069999999999	1.5516760841224395	1.4396933333333333	0.05103769421132408	0.047356666666666665
900.0	19.20000132642008	19.13179	11.795192759706918	11.01929	1.6164018444791666	1.6040066666666668	0.056708540999141716	0.054733333333333335
950.0	19.272727715035167	19.13698666666667	13.399360760964399	12.424363333333334	1.682347208433491	1.6874966666666669	0.06237939238408034	0.05748
1000.0	19.333333489463985	19.200553333333335	14.679102096608608	15.6867	1.7496463374985705	1.7117066666666665	0.06805024527794498	0.06451333333333334
1050.0	19.384615442630597	19.25059333333333	15.654660587190126	16.364703333333335	1.8184462802363979	1.8201166666666666	0.07372109869464441	0.07541666666666667
1100.0	19.42857145115523	19.319233333333333	16.385833544580017	17.328126666666666	1.8889085070921368	1.9148066666666665	0.07939195230169153	0.07818333333333334
1150.0	19.466666675838262	19.322106666666667	16.93514987153932	17.542766666666665	1.9612107093570492	1.9264599999999998	0.0850628059812496	0.0948
1200.0	19.50000000387176	19.365033333333333	17.353427213141963	18.7039	2.035548901274901	2.0428200000000003	0.09073365968960237	0.09618333333333333
1250.0	19.529411766399463	19.410156666666666	17.677887071009422	18.245596666666668	2.1121398800299196	2.133096666666667	0.09640451340983587	0.10010666666666666
1300.0	19.555555556321007	19.423803333333336	17.9346424710751	18.728093333333334	2.1912241128099583	2.2144600000000003	0.1020753671351474	0.09784333333333332
1350.0	19.578947368777637	19.430136666666666	18.141784962974313	19.11715	2.273069136898526	2.2190766666666666	0.10774622086270132	0.10204666666666667
1400.0	19.60000000017084	19.474273333333333	18.311895204951647	19.010136666666668	2.3579735795866847	2.34288	0.11341707459127606	0.10178333333333334
1450.0	19.619047619131624	19.541790000000002	18.453829337302437	19.450300000000002	2.446271931177173	2.405303333333333	0.11908792832032859	0.11558666666666667
1500.0	19.63636363640596	19.553233333333335	18.573924498052456	19.529983333333334	2.5383402383519624	2.6211366666666667	0.12475878204961087	0.11978666666666667
1550.0	19.65217391306529	19.550896666666667	18.676797426735835	19.380523333333333	2.6346029291461073	2.4814100000000003	0.13042963577900635	0.12671
1600.0	19.66666666667815	19.59478	18.765872825925413	19.571166666666667	2.7355410380118452	2.7665133333333336	0.13610048950845885	0.13992666666666667
1650.0	19.680000000006167	19.611183333333333	18.843735692894178	19.641303333333337	2.841702174414002	2.9513166666666666	0.14177134323794066	0.13214666666666666
1700.0	19.69230769231107	19.600213333333333	18.912369281251948	19.503353333333333	2.9537126770617554	2.872526666666667	0.14744219696743788	0.14196666666666669
1750.0	19.703703703705585	19.628053333333334	18.973318272684743	19.66618	3.0722925262637917	3.04508	0.15311305069694342	0.14173666666666665
1800.0	19.71428571428678	19.656893333333333	19.02780248254843	19.498383333333333	3.198273759559667	3.31791	0.1587839044264534	0.16231333333333334
1850.0	19.724137931035095	19.64845	19.076797389592926	19.607676666666666	3.33262336433705	3.37015	0.16445475815596594	0.15834
1900.0	19.73333333333369	19.667643333333334	19.121092076809834	19.657440000000005	3.476471922439621	3.48851	0.1701256118854798	0.16631333333333334
1950.0	19.74193548387118	19.693633333333334	19.161331552869864	19.699293333333333	3.6311496752850747	3.7576699999999996	0.17579646561499454	0.17523333333333332
2000.0	19.750000000000124	19.704896666666667	19.19804810759276	19.765726666666666	3.7982321834670607	3.481643333333333	0.18146731934450971	0.17244666666666666
2050.0	19.757575757575832	19.68588	19.231684854330155	19.68245	3.9795983861633206	3.5690166666666663	0.18713817307402514	0.17342666666666665
2100.0	19.764705882352988	19.687016666666665	19.262613626904802	19.769000000000002	4.177504618358908	3.9960233333333335	0.1928090268035408	0.18439000000000003
2150.0	19.7714285714286	19.71647	19.291148742812577	19.736986666666667	4.39467897021177	3.9308866666666673	0.1984798805330566	0.2029
2200.0	19.7777777777778	19.73054	19.317557701537222	19.75988	4.634441137540068	5.100563333333334	0.20415073426257238	0.19392666666666666
2250.0	19.783783783783797	19.727696666666667	19.342069583682356	19.676540000000003	4.900853317249546	4.724723333333333	0.20982158799208817	0.2144866666666667
2300.0	19.789473684210535	19.733363333333333	19.3648817063197	19.743096666666666	5.198907166637382	4.93822	0.21549244172160403	0.21020333333333333
2350.0	19.794871794871803	19.753916666666665	19.386164942165887	19.80537	5.534749337800121	5.961483333333334	0.22116329545111993	0.20512
2400.0	19.800000000000004	19.755306666666666	19.406068005064096	19.72896	5.915941918940965	5.539093333333334	0.22683414918063574	0.22438000000000002
2450.0	19.804878048780488	19.741893333333334	19.42472092857551	19.69264	6.351741713294971	6.64759	0.2325050029101516	0.21792999999999998
2500.0	19.80952380952381	19.76950666666667	19.44223790941576	19.81473666666667	6.853360301687677	6.671716666666666	0.23817585663966756	0.22617333333333334
2550.0	19.8139534883721	19.786193333333333	19.45871964697342	19.782529999999998	7.434131790348607	7.099083333333333	0.24384671036918357	0.23839
2600.0	19.81818181818182	19.780843333333333	19.474255280070523	19.810760000000002	8.109465583911966	6.969926666666666	0.2495175640986994	0.23659
2650.0	19.82222222222222	19.792853333333333	19.48892399957739	19.83307333333333	8.896402592170626	7.14827	0.2551884178282152	0.23995333333333332
2700.0	19.826086956521742	19.777773333333332	19.502796398442392	19.853266666666666	9.812544264734614	8.260216666666667	0.2608592715577312	0.24613666666666667
2750.0	19.829787234042552	19.800843333333336	19.515935607693308	19.831886666666666	10.874126454753911	9.18397	0.2665301252872471	0.2769466666666667
2800.0	19.83333333333334	19.794393333333332	19.528398256972558	19.82115	12.093128944340071	10.190016666666667	0.272200979016763	0.26392333333333334
2850.0	19.836734693877556	19.790226666666666	19.540235290428765	19.806123333333332	13.473609926145171	10.669283333333333	0.27787183274627886	0.25238
2900.0	19.840000000000003	19.80971	19.55149266275235	19.85193	15.007930860170795	14.859993333333334	0.28354268647579456	0.27408666666666665
2950.0	19.84313725490196	19.811980000000002	19.562211935404356	19.805576666666667	16.674036459679	12.02114	0.28921354020531054	0.2902166666666667
3000.0	19.84615384615385	19.818506666666664	19.572430789345024	19.812160000000002	18.435146210339802	15.7097	0.29488439393482657	0.27541666666666664
3050.0	19.849056603773587	19.8045	19.582183467593364	19.80902	20.242751413363237	16.597986666666667	0.30055524766434244	0.30676
3100.0	19.851851851851855	19.80938	19.591501158570914	19.86259	22.042669829534077	17.70771	0.3062261013938583	0.28619333333333336
3150.0	19.85454545454545	19.82031333333333	19.600412329271798	19.82477666666667	23.782603961134672	18.769493333333333	0.31189695512337406	0.2702466666666667
3200.0	19.857142857142858	19.82792	19.608943015756612	19.81255	25.418976546620573	21.355990000000002	0.31756780885289004	0.3045533333333334
3250.0	19.85964912280702	19.828400000000002	19.61711707721449	19.825329999999997	26.92121875956367	22.6765	0.3232386625824059	0.3266533333333333
3300.0	19.86206896551724	19.83487	19.624956418814506	19.841696666666667	28.2728599511852	24.383913333333336	0.3289095163119218	0.32642
3350.0	19.864406779661017	19.832016666666664	19.632481187729915	19.84574	29.46995815070275	28.213963333333336	0.3345803700414377	0.3267566666666667
3400.0	19.866666666666667	19.836046666666665	19.639709946028773	19.82493	30.518038682327724	30.753479999999996	0.3402512237709537	0.33061999999999997
3450.0	19.868852459016395	19.846836666666665	19.646659823554565	19.83626333333333	31.428694270188537	29.416169999999997	0.3459220775004696	0.34486333333333336
3500.0	19.870967741935484	19.85372	19.65334665344769	19.885386666666665	32.216616573790645	31.762783333333335	0.35159293122998536	0.3531766666666667
3550.0	19.873015873015873	19.832196666666665	19.659785092564565	19.851546666666668	32.89739091717201	31.976569999999995	0.35726378495950134	0.34104333333333336
3600.0	19.875	19.84722	19.665988728722105	19.858393333333336	33.48607033155206	36.04979	0.3629346386890173	0.32143000000000005
3650.0	19.876923076923077	19.846980000000002	19.671970176419094	19.86376	33.99638593824745	34.88906666666667	0.3686054924185331	0.36368
3700.0	19.87878787878788	19.84224	19.677741162453422	19.881786666666667	34.44040785411864	35.494483333333335	0.37427634614804894	0.36739666666666665
3750.0	19.88059701492537	19.862413333333333	19.68331260265811	19.85672333333333	34.82849005337696	35.996199999999995	0.37994719987756476	0.36222333333333334
3800.0	19.88235294117647	19.844916666666666	19.688694670812605	19.83735666666667	35.169373799690085	36.69047333333333	0.38561805360708074	0.36940333333333336
3850.0	19.884057971014492	19.856099999999998	19.693896860644628	19.85428333333333	35.470365530234666	37.21962	0.3912889073365967	0.3886266666666667
3900.0	19.885714285714286	19.87523666666667	19.69892804171764	19.85842	35.737537859997616	38.127266666666664	0.3969597610661127	0.39460999999999996
3950.0	19.887323943661972	19.867466666666665	19.703796509895877	19.883793333333333	35.975925306934144	37.609886666666675	0.40263061479562845	0.3788566666666666
4000.0	19.88888888888889	19.859436666666667	19.7085100329911	19.875573333333335	36.18970100513867	38.44231666666667	0.4083014685251444	0.40764
4050.0	19.89041095890411	19.865466666666666	19.713075892119278	19.876786666666668	36.38232936174576	38.47173	0.41397232225466024	0.40535000000000004
4100.0	19.891891891891888	19.86765	19.717500919230467	19.888396666666665	36.55669435867364	38.02186	0.41964317598417605	0.3989666666666667
4150.0	19.89333333333333	19.87943	19.7217915312185	19.88347	36.71520551890164	38.80392333333333	0.425314029713692	0.4015766666666667
4200.0	19.894736842105267	19.867863333333332	19.72595376096902	19.845526666666668	36.85988447247374	39.064433333333334	0.43098488344320784	0.38986666666666664
4250.0	19.8961038961039	19.877543333333332	19.729993285661383	19.882896666666664	36.992435215838256	38.76209	0.4366557371727239	0.44422999999999996
4300.0	19.8974358974359	19.875040000000002	19.73391545260396	19.89278333333333	37.11430094547199	39.18217333333334	0.4423265909022399	0.43124
4350.0	19.89873417721519	19.882033333333336	19.737725302849945	19.90285	37.226709981951096	39.28530666666666	0.44799744463175556	0.44131000000000004
4400.0	19.900000000000002	19.874376666666667	19.741427592812936	19.880496666666666	37.330712900660224	39.223506666666665	0.4536682983612715	0.4526833333333333
